4091.6408,0.5151,0.1265,-0.0007,0.3011,1.1459,11.5892,1801.6121,0.0285,4.9854,5.1306,1785.967,16.8475,4.7129,4.8163,4.767,
1.5935,-1776.1381,3.1366,4.8689,5.0724,-1764.0742,-15.0681,1.5756,4.8886,5.0447,9.2433,1809.2453,-0.005,4.8507,4.7867,1819.2537,
-21.4849,4.7168,4.9684,4.6847,-9.1707,-1779.7795,3.1276,4.9102,4.9351,-1791.5905,-2.3868,1.5524,4.9479,5.3844,-31.8953,1815.2682,
0.0148,5.1391,5.1005,1817.3606,21.5407,4.7189,5.0775,5.0728,18.98,-1824.2624,3.1464,4.8591,5.0581,-1818.9855,2.3935,1.5637,
5.0557,4.8335,-11.6105,1823.9637,-0.0164,4.9448,5.1146,1783.6918,14.7421,4.7123,5.0086,4.7668,3.9248,-1792.5437,3.1281,4.9431,
4.6802,-1798.5021,6.8229,1.5642,5.1289,5.0899,13.2109,1796.4677,-0.0388,4.9153,5.225,1787.178,5.4737,4.6905,5.0486,4.7473,
10.0728,-1791.6495,3.141,4.7556,5.0668,-1788.7682,-1.6261,1.5935,4.9958,5.1211,41.4334,1788.2004,-0.0161,5.0485,5.1871,1802.3896,
-7.4942,4.6971,4.8665,5.152,21.9746,-1824.2431,3.1157,5.0367,4.8482,-1810.3827,-2.1295,1.5912,5.1112,5.2549,4.802,1804.8463,
0.0076,5.1293,5.0286,1827.1775,-2.139,4.7159,4.8568,4.7417,1.2102,-1802.103,3.1392,5.0748,4.7645,-1792.5702,4.3513,1.575,
5.0757,5.1167,16.3482,1794.356,0.0157,5.0707,5.0997,1793.2644,-20.507,4.6986,4.7402,4.8533,10.322,-1781.0776,3.1446,4.9155,
5.1245,-1798.1266,-25.0649,1.5855,4.9872,5.2065,-9.0107,1804.5346,0.0172,4.8646,5.1286,1821.219,-10.1315,4.6887,4.8354,4.8502,
9.8038,-1791.562,3.1284,4.6941,4.8699,-1791.0905,7.2906,1.602,5.1112,5.0184,-4.13,1827.6795,-0.0029,5.084,5.0423,1795.3272,
-8.4423,4.7313,4.9954,5.2719,4.0803,-1808.1547,3.1197,5.0766,5.1703,-1789.7399,-5.4777,1.5744,5.0773,5.1344,1.8123,1803.1916,
0.0012,5.0802,5.1848,1800.3199,10.4351,4.7177,5.0038,4.9078,24.801,-1780.9652,3.1282,4.9586,5.0224,-1797.2876,-11.957,1.5625,
4.7075,5.164,-2.927,1804.6815,-0.0031,4.7588,5.034,1794.2903,-20.7843,4.6896,4.8074,4.9172,17.1295,-1768.1643,3.1204,5.027,
5.084,-1825.0491,5.7978,1.5884,5.2594,4.9788,9.2115,1798.1743,-0.0111,4.7949,4.832,1775.1501,17.2107,4.7253,4.8071,4.7294,
5.7673,-1774.4817,3.1268,5.0376,4.7063,-1809.836,32.3038,1.5859,5.0716,5.1694,-2.0062,1796.5229,-0.0063,4.9571,4.7633,1805.2738,
2.7494,4.72,4.8794,5.0911,19.7534,-1802.4205,3.1622,4.9309,4.6711,-1811.6842,-0.8455,1.5674,5.1082,5.1933,-13.7544,1812.0945,
-0.0183,5.0507,5.0677,1809.2819,9.8596,4.6988,5.051,4.8045,-4.7797,-1810.1225,3.1616,4.9545,4.8507,-1810.4195,-16.2107,1.588,
5.1044,5.1805,8.1036,1813.9973,-0.0073,4.9282,4.989,1769.6563,28.3252,4.7128,4.9578,5.2068,-3.3496,-1811.1206,3.1577,4.8263,
4.9654,-1830.215,-5.0702,1.5662,4.7894,4.8833,7.9365,1805.8173,-0.0173,4.9643,4.861,1805.1263,4.6827,4.7004,5.1583,4.981,
0.6412,-1801.4022,3.1661,5.0218,4.8599,-1777.1324,12.9183,1.5422,5.1173,4.885,-24.1307,1798.5434,-0.0074,5.0874,4.9432,1797.103,
15.7787,4.7141,4.9141,4.8978,-10.631,-1801.2363,3.1748,4.7849,4.9023,-1794.7755,-8.3816,1.5691,4.8163,4.9543,0.0228,1812.5535,
0.0506,5.0397,4.7581,1809.5061,18.4861,4.7233,5.034,4.9351,-7.7484,-1772.5662,3.1275,4.9952,5.1331,-1794.5399,42.5826,1.5722,
5.0981,4.9497,-17.476,1792.2534,-0.0036,4.9867,4.711,1793.1268,-15.8281,4.7154,5.3089,4.9085,-45.5639,-1808.1668,3.1572,4.8473,
5.0628,-1824.9242,-23.8256,1.5812,5.0015,5.0238,-14.2786,1777.1616,0.0,5.0921,4.7769,1794.2321,22.2892,4.7223,5.0655,4.7588,
-0.2395,-1806.4144,3.1333,4.9809,5.2102,-1786.494,-7.733,1.5736,4.7092,5.2489,15.9455,1789.7798,0.0143,4.9588,5.0463,1816.7513,
-12.4945,4.7245,4.998,5.1338,21.1918,-1806.7047,3.1598,5.1071,4.7823,-1808.832,-1.0949,1.5621,4.903,5.1429,-16.6259,1786.8106,
0.0145,5.2516,5.2691,1814.8389,12.8673,4.6995,4.9832,5.1959,-5.4923,-1779.9173,3.1275,4.9753,4.9912,-1799.8602,9.1875,1.5532,
4.8776,5.1794,3.2558,1793.4658,0.0048,4.9038,5.1254,1807.7697,17.6828,4.7122,4.9029,5.0557,10.8142,-1793.7151,3.1443,4.8244,
5.268,-1798.0339,-11.3861,1.5834,4.9232,5.1157,-10.994,1807.1207,0.0165,4.8258,4.8866,1779.0609,-23.0155,4.7116,5.3618,5.1015,
-0.2357,-1796.6157,3.1412,5.0227,4.9672,-1813.849,14.1893,1.5743,5.2245,4.7966,-5.7679,1812.3241,0.0237,4.8824,5.1707,1788.1042,
-16.3112,4.7217,5.3093,5.3206,36.5927,-1792.1941,3.1425,4.92,4.7983,-1780.0971,-7.3487,1.581,5.0771,5.2648,-14.8199,1812.7634,
0.0098,5.0966,5.1101,1797.3241,-20.3489,4.7066,5.2328,5.3119,2.1966,-1827.1585,3.1461,5.0738,4.9084,-1782.8736,-4.8444,1.5932,
5.0579,4.9008,-12.5267,1803.8724,0.0052,4.9715,5.0593,1790.6807,30.1797,4.7086,4.9439,5.0276,-26.6186,-1785.8088,3.1448,5.0222,
4.7693,-1788.7087,-15.9946,1.5566,4.8176,5.0962,-18.4674,1786.2183,-0.0051,4.8049,4.9404,1814.6783,-13.086,4.7181,5.0454,5.0168,
