6510.4987,0.5813,0.2626,0.018,0.6084,1.2641,7.1667,1791.1467,0.0645,4.6397,4.7387,1739.6676,45.0418,4.7132,4.8514,4.6998,
-29.809,-1755.7305,3.1488,4.9443,5.2971,-1777.1392,-48.9651,1.5844,4.5353,4.7396,13.4313,1836.751,-0.0326,4.6466,4.7782,1832.1002,
-44.0569,4.7,4.9144,4.4826,-21.8742,-1794.7352,3.1243,4.7942,5.3479,-1778.225,-1.3645,1.5314,5.0176,5.2668,-46.9004,1838.7547,
0.012,5.0446,5.0467,1825.1528,11.7014,4.7287,4.8909,5.2559,18.8412,-1847.5769,3.1148,4.955,4.7122,-1790.8877,-8.5449,1.5405,
5.1228,4.8273,13.9897,1843.8217,0.0019,4.8901,5.514,1783.8494,39.3381,4.7217,4.7983,4.761,9.1145,-1776.6172,3.1489,4.8754,
4.6962,-1817.2462,14.589,1.5485,5.3441,5.2473,43.6929,1800.6784,-0.0462,4.9375,5.1011,1767.5024,43.2524,4.6693,5.1763,4.6001,
-3.0499,-1780.1242,3.141,4.6409,4.9194,-1804.6308,38.8207,1.5852,4.9993,5.3193,91.5558,1755.9925,-0.0352,5.0509,5.0832,1835.7861,
-11.0169,4.6681,4.7826,4.8935,54.5606,-1847.5143,3.1306,4.8804,4.5374,-1844.8081,-11.4753,1.5561,5.2869,5.3823,-9.074,1851.003,
0.0387,5.2339,4.9828,1835.7611,-48.1646,4.7388,4.8438,4.8069,-9.9823,-1782.3413,3.1334,5.0002,4.7432,-1792.5418,-20.2347,1.602,
5.1002,5.0507,14.0181,1743.9587,0.0075,5.2678,4.8261,1770.3066,-34.1809,4.6832,4.7156,4.79,14.3368,-1805.1039,3.1298,4.5821,
5.2731,-1786.9166,-45.309,1.5935,4.7896,5.4428,-11.5105,1831.8217,0.0452,4.7579,5.1707,1844.5621,-16.3598,4.698,4.7994,4.7997,
33.8418,-1799.3294,3.1136,4.3894,4.8923,-1796.1231,15.3228,1.6103,5.2908,5.1431,-1.5226,1794.7445,-0.0176,5.1606,5.0471,1759.3078,
-4.5863,4.7324,5.1954,5.5093,8.1475,-1833.5544,3.1467,4.6639,5.2107,-1785.7031,-22.5939,1.5622,5.118,5.1084,15.9903,1802.2616,
