4270.2681,0.4292,0.1351,0.0211,0.272,0.9864,-125.4689,1917.003,0.0566,6.2857,4.1386,1904.9335,82.336,4.8164,2.9281,3.7959,
148.7407,-1739.7065,3.0815,5.0027,4.9539,-1628.2045,-62.7999,1.4881,3.6149,4.9753,-49.6658,1644.1914,0.1348,4.6923,4.7124,1633.523,
-47.3835,4.8281,5.8878,5.0186,10.8828,-1732.7569,3.1249,3.514,5.1059,-1888.7963,142.049,1.8296,5.492,4.3535,182.0893,1808.3821,
0.1193,4.874,2.1963,1840.4495,-22.7223,4.5961,4.2756,4.8251,57.1082,-1681.3654,3.0518,4.1332,5.1255,-1961.3138,-114.9116,1.6276,
4.7316,6.0171,17.4357,1644.1127,-0.0192,4.088,4.598,1676.6784,-174.5116,4.8176,5.0834,3.9421,-75.2889,-1806.7252,3.031,5.8816,
4.4112,-1813.7593,92.4889,1.5055,3.8716,4.3339,15.7331,1786.9707,0.048,5.2765,2.1188,1677.7489,-87.3557,4.6675,4.8615,4.1415,
-164.9019,-1831.5534,3.1063,4.5023,5.892,-1790.2208,19.8155,1.4181,2.5642,3.4206,-71.7162,1752.3708,-0.1737,3.7787,5.6184,1847.0589,
-37.4031,4.8792,6.5452,6.6825,71.8043,-1792.5926,3.0419,4.796,6.255,-1848.9621,57.7164,1.4241,5.0879,6.0277,-76.0781,1833.7624,
-0.0578,6.0582,4.2974,1667.7906,-57.5088,4.6015,6.115,4.1962,-175.2608,-1909.0516,3.2999,4.288,3.5299,-1667.0878,93.605,1.5624,
4.6856,3.8101,175.444,1596.0481,-0.0902,5.0981,4.7461,1738.6289,211.5723,4.7567,4.1754,2.8341,161.4741,-1855.6627,3.0237,4.8528,
5.7099,-1854.504,150.7506,1.4388,4.4144,6.2904,-91.317,1862.022,0.0932,5.1932,5.3261,1861.0522,-203.2933,4.5441,4.7794,3.4607,
58.1096,-1853.9768,2.9938,4.9915,3.2624,-1995.4906,207.9115,1.6842,5.3151,1.5963,95.5241,1833.938,0.0836,3.909,4.3908,1836.4963,
177.079,4.8129,5.3325,5.0989,-25.6286,-1679.4433,2.8603,4.0136,4.1804,-1585.7282,-58.9999,1.5692,4.9168,4.452,88.5047,1717.938,
0.0274,2.7984,5.1331,1767.9708,204.8909,4.7549,3.2185,5.8464,-265.9456,-1845.7602,3.0868,4.6515,5.0849,-1944.6701,123.6869,1.8854,
3.3495,5.989,81.5104,1982.7627,-0.0924,5.2332,5.3551,1808.8308,-176.0254,4.5416,4.0877,3.4473,32.6423,-1707.6435,3.0142,3.8245,
5.058,-1587.1939,48.0448,1.495,5.271,6.1039,-169.8113,1695.2065,0.0531,6.1444,2.5475,1604.5142,15.3903,4.9224,5.2354,4.639,
-54.9741,-1893.546,3.221,5.2825,5.2009,-1997.5791,-15.4248,1.6048,5.5113,5.0506,19.2929,1885.4984,0.01,4.3596,4.2275,1615.6935,
255.2065,4.7183,5.4539,5.2597,4.7935,-1684.3404,3.2358,3.8932,5.8742,-1889.5353,177.9322,1.726,4.1404,4.6541,67.2454,1977.3078,
-0.1213,6.0885,5.4951,1623.6969,-9.1826,4.5485,6.0087,3.2581,291.8504,-1989.6378,3.1801,6.5738,5.1933,-1971.8871,-88.9458,1.4741,
